gc_content,Library,Station,pressure,depth,temp,sal,OXYGEN,CTDOXY,PHSPHT,SILCAT,NITRAT,NITRIT,TALK,DIC,H2O_2_D_DELTA_BOTTLE,H2O_18_D_DELTA_BOTTLE,Al_D_CONC_BOTTLE,STANDARD_DEV,Ba_D_CONC_BOTTLE,Cd_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE,Fe_D_CONC_BOTTLE_FIA,Fe_D_CONC_BOTTLE_FIA_STANDARD_DEV,Mn_D_CONC_BOTTLE,Mn_D_CONC_BOTTLE_STANDARD_DEV,Mo_D_CONC_BOTTLE,Ni_D_CONC_BOTTLE,Pb_D_CONC_BOTTLE,U_D_CONC_BOTTLE,Zn_D_CONC_BOTTLE,Y_D_CONC_BOTTLE,La_D_CONC_BOTTLE,Pa_231_D_CONC_BOTTLE,Pa_231_D_CONC_BOTTLE_STANDARD_DEV,Th_230_D_CONC_BOTTLE,Th_230_D_CONC_BOTTLE_STANDARD_DEV,Th_232_D_CONC_BOTTLE,Th_232_D_CONC_BOTTLE_STANDARD_DEV,Th_234_D_CONC_BOTTLE,Th_234_D_CONC_BOTTLE_STANDARD_DEV,sampleid,mean,nnz,simp,stdevi,entropy,clusterid,Date,Longitude,Latitude
0.39544568552498177,S0107,14,100.0,99.4,24.413799999999995,37.104799799999995,0.0,214.14,0.11199999999999988,0.5500000000000003,0.0,0.01,2434.9,2093.0,6.69,0.92,7.20976,0.03902,43.4644,0.0014,0.42,0.4,0.01951,1.31707,0.02829,147.74899,2.41,15.43,13.2839,0.02,91.0,12.62,0.58537,0.09756,2.14634,0.08946,0.06912,0.00176,35.7854,0.74146,S0107,2.3841857910157166E-7,4194296,7.853169432759613E-7,3.610967615194721E-7,0.6656788948358674," 50",2011-11-26T20:45:20.000,310.3671,27.583
0.42713319268410577,S0168,23,10.0,9.9,26.836100000000002,36.75710026666667,209.3,201.90666666666667,0.045333333333333344,0.8,0.1,0.010000000000000002,2402.1,2047.3,0.0,0.0,41.1512,0.22439,0.0,0.0024,0.81,0.72488,0.00976,3.2,0.03512,0.0,2.08,30.54,0.0,0.28,135.53999,16.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0168,2.3841857910156242E-7,4194303,2.2742682714417554E-6,6.966954091166761E-7,0.5331020012986905,227,2010-06-15T17:48:38.000,292.4985,28.0907
0.39976743170307955,S0123,4,66.0,65.45544554455446,10.704257425742574,34.5479603960396,0.0,250.2049504950495,0.8290099009900991,0.8421782178217824,9.517623762376239,0.43188118811881177,2298.6,2086.5,-0.63,-0.03,0.70244,0.01951,58.4039,0.0281,0.18,0.1561,0.00976,0.68293,0.00976,132.213,4.1,12.55,12.0254,0.22,105.11,12.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2829,0.65366,S0123,2.3841857910156245E-7,4194303,7.309710361250755E-7,3.426859661298783E-7,0.6517076580584025,203,2011-11-13T00:04:27.000,291.1304,38.3269
0.3954821842573617,S0154,27,100.0,99.30578512396694,22.335632231404958,36.90402792561983,0.0,210.27107438016532,0.009999999999999998,0.702892561983471,0.0,0.009999999999999998,2417.6,2078.9,0.0,0.0,36.8,0.27317,0.0,3.0E-4,0.41,0.45463,0.00293,1.90244,0.02634,0.0,1.97,20.8,0.0,0.05,129.42,14.42,0.0,0.0,0.0,0.0,0.0,0.0,42.7317,1.95122,S0154,2.3841857910156276E-7,4194300,2.226706434369181E-6,6.885093776938229E-7,0.6749763996702534,229,2010-06-19T19:48:29.000,296.41669,22.3409
0.40930323436575566,S0166,21,150.0,148.90890688259108,18.28175101214575,36.59163506983806,0.0,207.47641700404859,0.12000000000000001,0.95,2.5999999999999996,0.04,2391.7,2103.7,0.0,0.0,28.5463,0.19512,0.0,0.0112,0.16,0.15024,0.00293,0.63415,0.00488,0.0,2.1,20.91,0.0,0.06,135.36,14.72,0.0,0.0,0.0,0.0,0.0,0.0,41.3659,2.53659,S0166,2.3841857910156147E-7,4194280,5.999011164524868E-7,2.9357166214292865E-7,0.5039670769750799,247,2010-06-13T06:51:59.000,295.83331,31.6668
0.43917835588207854,S0087,10,235.0,232.96724890829694,10.532526200873363,35.17980935917031,213.2,183.17008733624456,0.9627074235807859,7.6583733624454124,14.55923580786026,0.029978165938864626,2341.7,2104.9,4.12,0.13,7.778893034934497,0.03902,41.8585,0.19897227074235804,0.6463973799126637,0.6247304148471615,0.03415,0.39665436681222704,0.007796943231441046,145.686,3.6124454148471608,21.35890829694323,12.5746,0.6194541484716156,130.81253275109168,23.455240174672483,0.0,0.0,0.0,0.0,0.0,0.0,39.3073,0.91707,S0087,2.3841857910156255E-7,4108941,4.7285469342545934E-7,2.3632533948683362E-7,0.3944858603892527,152,2011-11-20T15:13:06.000,295.83051,31.75
0.424501680117396,S0096,16,235.0,233.46555323590815,12.754830897703549,35.48314296242171,0.0,134.45073068893527,1.2312943632567852,8.048643006263049,19.52096033402923,0.09889352818371606,2302.8,2206.8,0.8,0.04,10.743475490605428,0.1580519624217119,47.5415,0.26824551148225473,0.5657620041753655,0.5536643006263049,0.01413286012526096,0.3436447599164927,0.00582070981210856,129.16299,3.6938413361169107,18.3517745302714,12.4068,0.3218789144050105,121.82923100208768,17.86613778705637,1.65854,0.11385,3.28459,0.09756,0.18995,8.3E-4,40.7877636743215,1.2349329018789144,S0096,2.384185791015623E-7,4183336,5.201259663049528E-7,2.5921215978115115E-7,0.43981690025741216," 84",2011-11-29T18:47:15.000,315.17358,26.1362
0.4124349594711963,S0106,14,70.0,69.61538461538461,25.907,37.159154,0.0,211.3153846153846,0.11538461538461538,0.4846153846153846,0.0,0.01,2439.9,2089.8,7.47,0.97,13.0927,0.14634,43.038,0.0013,0.07,0.09756,0.00976,1.6878,0.02244,144.821,2.32,15.91,13.2351,0.02,101.53,16.44,0.0,0.0,0.0,0.0,0.0,0.0,38.7024,0.77073,S0106,2.3841857910156242E-7,4194302,6.578946349660698E-7,3.1624500911507265E-7,0.5385851520637814," 94",2011-11-26T20:45:20.000,310.3671,27.583
0.4282697612674008,S0127,4,185.0,183.42712550607285,7.59292914979757,34.4578667611336,0.0,254.5751012145749,1.5861336032388664,9.84014170040486,22.911862348178136,0.019999999999999997,0.0,0.0,-1.3728542510121455,-0.262246963562753,1.7922391902834007,0.02571054655870445,52.827917813765175,0.2695789473684211,0.2980566801619433,0.2437447368421052,0.00976,0.3835110526315789,0.004169473684210525,130.79678062753038,4.815121457489878,11.54074898785425,12.186364574898786,0.3141093117408907,111.95080971659918,13.074574898785425,0.0,0.0,0.0,0.0,0.0,0.0,41.09227773279352,0.6869370445344128,S0127,2.3841857910156218E-7,4194296,5.160662794400047E-7,2.572865873781106E-7,0.4153663941851775,361,2011-11-13T00:04:27.000,291.1304,38.3269
0.4107175198186918,S0085,10,110.0,109.17411764705884,16.89477176470588,35.8140305882353,0.0,230.41811764705884,0.10468235294117653,0.8579529411764711,11.7,0.03103529411764706,0.0,0.0,3.85,0.1,3.5438083058823535,0.05702484705882353,39.798,0.009728705882352959,0.2034588235294118,0.16433162352941177,0.01268,0.7019347764705881,0.011406658823529411,146.07201,2.8248470588235293,18.774729411764707,12.6039,0.11552941176470591,96.09458823529413,11.400423529411768,0.0,0.0,0.0,0.0,0.0,0.0,41.9805,0.81951,S0085,2.3841857910156303E-7,4137202,6.214304393648249E-7,3.029556471499634E-7,0.5428530784471235,173,2011-11-20T15:13:06.000,295.83051,31.75
0.42762647501690554,S0075,20,135.0,133.65619180633132,18.889048146947324,36.58607122138534,0.0,218.95696245677038,1.1757142857142855,13.22857142857143,18.214285714285715,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0075,2.3841857910156255E-7,4194302,5.190519926753684E-7,2.5866624153906966E-7,0.4432822048781446,370,2011-12-04T16:31:48.000,324.13251,22.3509
0.43742782828745913,S0051,8,75.0,74.36842105263158,13.494368421052652,35.45331547368421,0.0,256.51578947368415,0.3189473684210513,2.2299999999999915,12.3,0.08315789473684179,2338.3,2092.684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0051,2.384185791015623E-7,4194303,4.538462856010356E-7,2.2663178589030617E-7,0.37698604150239134,122,2011-11-16T21:01:14.000,293.45731,35.4186
0.41380106866495736,S0023,15,80.0,79.4,18.80097866666667,36.488007912,0.0,215.44906666666665,0.05144000000000002,0.29208,0.6,0.09739999999999997,2389.7944,2086.2400000000002,6.23,0.75,12.537645600000001,0.029813040000000013,41.6244,0.0041183999999999995,0.06992000000000004,0.05480568000000003,0.00293,0.7341236000000002,0.009234160000000003,147.77,2.1199199999999996,20.79712,13.2224,0.02704000000000001,118.27192,12.326880000000001,0.0,0.0,0.0,0.0,0.0,0.0,32.3879056,1.5074369599999997,S0023,2.3841857910156218E-7,4194298,5.92940461063387E-7,2.9073122115786353E-7,0.5292001973765394,192,2010-05-19T00:32:00.000,309.21811,37.5345
0.4060264238790296,S0122,4,40.0,39.67647058823529,14.807911764705882,34.52949976470588,245.7,247.12058823529412,0.4067647058823529,0.0,2.0197058823529415,0.21911764705882356,2303.5,2039.0,-0.05,-0.01,1.38537,0.00976,40.0185,0.0107,0.05,0.02927,0.00976,0.58537,0.01561,128.58299,3.65,11.3,12.1278,0.12,91.48,11.0,0.2439,0.05688,0.08127,0.04068,0.01731,0.0,29.0634,0.50732,S0122,2.3841857910156213E-7,4194303,7.443914963500608E-7,3.473231336996764E-7,0.6078340982781931," 46",2011-11-13T00:04:27.000,291.1304,38.3269
0.3836995648092428,S0030,17,100.0,99.4,14.762599999999999,35.5090002,0.0,117.28,1.22,5.747999999999999,18.44,0.05599999999999994,2313.8,2175.9,3.09,0.33,4.62439,0.05854,45.6234,0.1328,0.16,0.11707,0.00976,0.39024,0.01366,139.198,3.37,18.26,12.6976,0.16,102.91,16.77,0.0,0.0,0.0,0.0,0.0,0.0,38.4098,0.77073,S0030,2.38418579101563E-7,4194301,7.676398513876398E-7,3.5521294086706876E-7,0.7162794601816245," 72",2010-05-21T11:48:00.000,304.5755,34.3307
0.4320539432850964,S0042,35,150.0,149.11111111111111,18.94333333333333,36.43740833333333,0.0,122.12222222222222,0.6559259259259258,3.366666666666667,11.655555555555555,0.04000000000000003,2385.1370370370373,2172.52962962963,0.0,0.0,15.2195,0.22439,0.0,0.1236,0.59,0.43707,0.00683,0.33171,0.0039,0.0,3.03,18.35,0.0,0.12,119.31,18.04,0.0,0.0,0.0,0.0,0.0,0.0,41.4634,1.46341,S0042,2.3841857910156245E-7,4194297,4.431461203669658E-7,2.209317453094436E-7,0.3943359768763557,145,2010-06-28T12:42:29.000,309.5314,9.5459
0.4278001532043342,S0136,6,160.0,158.48619957537153,4.99396178343949,34.82384925690021,0.0,274.4297239915074,1.0797027600849258,8.113694267515923,16.287579617834396,0.15791932059447983,0.0,0.0,0.0,0.0,1.71707,0.03902,0.0,0.2144,0.17,0.1561,0.0078,0.39024,9.8E-4,0.0,3.62,29.58,0.0,0.76,137.10001,23.08,0.0,0.0,0.0,0.0,0.0,0.0,25.1707,1.17073,S0136,2.3841857910156205E-7,4194301,5.167377862686374E-7,2.575975091371959E-7,0.4209899154666239,321,2011-11-14T22:56:41.000,291.5954,37.5954
0.38928180218395,S0020,16,180.0,178.8,14.011881249999998,35.68931975,0.0,143.10854166666664,1.0219166666666668,6.094541666666668,16.161958333333338,0.16414583333333324,2390.0,2104.0,1.67,0.09,11.412168624999996,0.11601741666666662,46.0283,0.19391500000000003,0.4517083333333334,0.14462000000000003,0.006473291666666667,0.38808891666666656,0.006009375,129.336,3.4325416666666664,19.781,12.6449,0.24112500000000006,123.92724999999999,17.6815,0.0,0.0,0.0,0.0,0.0,0.0,39.47415916666667,1.275814458333333,S0020,2.3841857910156247E-7,4194215,7.010788548007838E-7,3.3212639158997897E-7,0.6654132098966521," 92",2010-05-20T11:48:29.000,306.70898,36.2051
0.43000888968677625,S0115,1,58.0,57.51121076233184,9.201177130044844,34.41701352690583,0.0,287.9,2.34,0.0,13.86,0.01,0.0,0.0,-2.16,-0.26,5.47317,0.05854,52.2449,0.1557,0.43,0.3624289461883408,0.009469955156950673,0.0878,9.8E-4,116.636,4.82,10.06,11.8576,0.18,112.09,10.1,0.0,0.0,0.0,0.0,0.0,0.0,26.5171,0.61463,S0115,2.3841857910156205E-7,4194303,6.130737150538166E-7,2.9887246930921826E-7,0.43572927526633976,219,2011-11-07T19:12:24.000,290.1861,39.6941
0.44159937493040513,S0116,1,90.0,89.18181818181817,5.974545454545455,34.41149927272727,0.0,295.52272727272725,1.6445454545454545,5.615454545454545,22.602272727272727,0.40909090909090906,2275.990909090909,2132.2227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34878,0.005365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78049,0.11385,2.7642,0.08127,0.93265,0.01036,0.0,0.0,S0116,2.3841857910156584E-7,4194301,4.846600030523894E-7,2.422984352989173E-7,0.35597414991124765,"  8",2011-11-07T19:12:24.000,290.1861,39.6941
0.4428349446242632,S0104,24,286.0,283.93388429752065,18.848942148760333,36.63109570247934,0.0,194.04380165289257,0.11330578512396694,1.1665289256198348,2.9330578512396697,0.02,2397.6,2115.5,0.0,0.0,27.8146,0.11707,0.0,0.0105,0.3,0.26244,0.00488,0.32195,0.00976,0.0,2.17,21.33,0.0,0.08,135.85001,14.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0104,2.3841857910156205E-7,4194302,5.096660458199853E-7,2.5430383271218353E-7,0.3805583351279864,116,2011-12-10T01:37:58.000,335.50009,17.3999
0.4154651819571016,S0164,21,75.0,74.50207468879668,18.709448132780082,36.61224864661135,0.0,217.2629322268326,0.024688796680497924,0.4937759336099585,0.4,0.09854771784232365,2392.9,2095.1,0.0,0.0,21.282828215767637,0.17621726141078836,0.0,6.020746887966805E-4,0.0804149377593361,0.1575627385892116,0.012497842323651451,0.8404370124481327,0.009800456431535268,0.0,1.9514522821576763,19.217800829875518,0.0,0.032697095435684644,129.9091701244813,12.649792531120333,0.0,0.0,0.0,0.0,0.0,0.0,41.38243734439834,2.335387800829875,S0164,2.3841857910156224E-7,4194303,7.666686480205131E-7,3.548868091616991E-7,0.546386470415122," 66",2010-06-13T06:51:59.000,295.83331,31.6668
0.43270818057066723,S0120,1,285.0,282.37623762376234,2.887233663366337,34.086247015841586,0.0,278.4891089108911,1.3748118811881191,21.213247524752475,28.64588118811881,0.10889108910891086,2279.5,2158.1,-1.852871287128713,-0.2705742574257426,2.6957136435643565,0.01951,67.68553029702971,0.5855205940594059,0.4294257425742574,0.39944304950495046,0.00976,0.13658,0.0023546534653465356,117.00305742574258,5.850732673267327,11.529425742574258,11.745734653465346,2.1426138613861383,127.3936766930693,15.702613861386137,1.44712,0.15444,3.17073,0.09756,0.06912,0.00601,41.16318257425743,0.8096780198019803,S0120,2.3841857910156245E-7,4194303,5.203624333939818E-7,2.592694652305578E-7,0.41333813210641424," 57",2011-11-07T19:12:24.000,290.1861,39.6941
0.4570835644876143,S0171,23,150.0,148.90780141843973,20.390255319148935,36.75371539007092,0.0,195.61471631205674,0.0348049645390071,0.7441489361702128,0.9648936170212769,0.03441489361702128,2401.8,2095.0,0.0,0.0,30.92614361702128,0.0642482978723404,0.0,0.001849290780141844,0.30726950354609933,0.26988790780141847,0.010844290780141845,0.6592666666666666,0.00293,0.0,2.066879432624113,19.135248226950356,0.0,0.04117021276595744,127.63411347517732,12.808297872340425,0.0,0.0,0.0,0.0,0.0,0.0,41.598726241134756,1.474826985815603,S0171,2.3841857910156208E-7,4194302,5.0283883960227E-7,2.5108306543907197E-7,0.32875535509705145,249,2010-06-15T17:48:38.000,292.4985,28.0907
0.3912514221410191,S0032,17,180.0,178.8,14.939325581395348,35.83619540930232,0.0,142.8209302325581,0.9017209302325584,5.196465116279071,14.687162790697679,0.033488372093023244,0.0,0.0,0.0,0.0,26.9366,0.14634,0.0,0.0236,0.18,0.1639,0.00488,0.50732,0.00683,0.0,2.17,21.47,0.0,0.08,135.11,15.5,0.0,0.0,0.0,0.0,0.0,0.0,41.1707,1.7561,S0032,2.3841857910156247E-7,4194299,7.233026134993964E-7,3.400079889647639E-7,0.680905072849928,306,2010-05-21T11:48:00.000,304.5755,34.3307
0.4431080347843105,S0112,14,285.0,282.9637526652452,13.733496801705757,35.57407880383795,0.0,145.18891257995733,1.0687846481876333,5.786545842217483,16.515373134328357,0.02362473347547974,2336.178038379531,2161.8695095948824,0.0,0.0,24.9854,0.10732,0.0,0.037,0.21,0.19122,0.00293,0.56585,0.00293,0.0,2.34,24.64,0.0,0.1,130.34,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0112,2.3841857910156314E-7,4194301,4.916948406367657E-7,2.4573516014000866E-7,0.34078423936756863,220,2011-11-26T20:45:20.000,310.3671,27.583
0.38354586916545913,S0013,12,180.0,178.7,16.25926666666667,35.926581,0.0,215.18444444444447,0.2972222222222223,1.8891333333333338,3.819133333333335,0.031444444444444455,2354.096,2104.967777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0013,2.384185791015626E-7,4194303,7.775495446042267E-7,3.58523159416961E-7,0.7422282636088084,217,2010-05-12T18:57:00.000,320.34161,46.3119
0.4223772551855979,S0101,24,135.0,134.05830903790087,22.1473527696793,36.86430167930029,205.8,206.56880466472305,0.02,0.7527696793002915,0.1,0.029446064139941695,2412.4,2075.2,0.0,0.0,31.6585,0.19512,0.0,5.0E-4,0.26,0.26732,0.00488,1.22927,0.01073,0.0,1.95,20.16,0.0,0.04,127.71,13.56,0.0,0.0,0.0,0.0,0.0,0.0,44.6829,1.85366,S0101,2.3841857910156287E-7,4194302,5.793628529194747E-7,2.8510955959471997E-7,0.4553449793516293," 27",2011-12-10T01:37:58.000,335.50009,17.3999
0.41951735318557865,S0108,14,115.0,114.17255717255716,18.93964241164241,36.58064972765073,0.0,210.65197505197506,0.08567567567567569,0.6246985446985447,1.0,0.16334719334719336,2398.5072765072764,2100.1284823284823,0.0,0.0,13.8244,0.21463,0.0,0.0053,0.11,0.18537,0.00878,0.77073,0.01463,0.0,2.1,23.68,0.0,0.06,127.03,13.25,0.0,0.0,0.0,0.0,0.0,0.0,35.2195,1.85366,S0108,2.3841857910156179E-7,4194299,6.225131234886295E-7,3.026141386601013E-7,0.49959767841760794,392,2011-11-26T20:45:20.000,310.3671,27.583
0.4046933310006499,S0125,4,111.0,110.10515463917525,8.6745793814433,34.52424285773196,0.0,256.5742268041237,1.0584536082474227,2.8598762886597937,14.318721649484536,0.019999999999999997,2291.6,2125.3,-0.64,-0.06,1.31707,0.00976,54.9873,0.0454,0.17,0.14634,0.00976,0.67317,0.01463,130.901,4.26,14.75,12.1522,0.27,109.17,12.82,0.0,0.0,0.0,0.0,0.0,0.0,38.5366,0.67317,S0125,2.3841857910156118E-7,4194296,6.61682466605541E-7,3.176697321142992E-7,0.5866845453888487,213,2011-11-13T00:04:27.000,291.1304,38.3269
0.4341850545493729,S0250,18,2.0,9.0,28.567500000000003,35.6985015,197.2,197.2,0.035,0.365,0.0,0.02,2337.6,2002.6,6.76,0.79,20.4,0.07805,41.2976,0.0017,0.34,0.26342,0.01951,1.62927,0.01854,134.217,2.14,20.58,12.9024,3.49,105.47,19.09,0.0,0.0,0.0,0.0,0.0,0.0,34.761,0.74146,S0250,2.384185791015626E-7,4194303,4.929509086198332E-7,2.463437380067015E-7,0.382568787719773,132,2010-11-02T14:55:09.006,335.5022,17.4021
0.43763779093558636,S0178,8,152.0,150.75,13.19725000000011,35.53050050000001,0.0,238.0499999999995,0.40999999999999326,2.299999999999943,5.0999999999998895,0.05999999999999929,2342.3,2108.4249999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0178,2.3841857910156303E-7,4194302,5.215162226170397E-7,2.597994283930808E-7,0.40566511055902055,278,2011-03-13T11:25:00.000,320.5632,-35.0088
